text,label,split,text_clean
"restoran yang berada di dago atas ini memiliki makanan yang enak untuk disantap , ditambah pemandangan kota bandung , membuat tempat ini wajib dikunjungi ketika wisata di bandung",positive,test,restoran ada dago atas milik makan enak santap tambah pandang kota bandung buat tempat wajib kunjung wisata bandung
"tempat nya sih biasa saja , tidak ada yang istimewa . bahkan menurut saya , tempat nya ini menjadi sedikit nilai minus untuk penilaian kali ini . parkir yang tidak terlalu luas serta dekorasi ruang makan yang biasa saja . tapi lain lagi kalau kita bicara soal makanan . karena untuk urusan ini , red. dipo punya banyak nilai plus . makanan nya bervariasi dengan rasa yang di atas rata-rata .",positive,test,tempat nya sih biasa tidak istimewa bahkan saya tempat nya jadi sedikit nilai minus nilai kali parkir tidak terlalu luas dekorasi ruang makan biasa tapi lagi kalau bicara soal makan untuk urus red dipo punya banyak nilai plus makan nya variasi rasa yang di atas rata rata
ini apa baju nya kok banyak robek-robek begitu saya sangat membenci barang dari gucci,negative,test,apa baju nya kok banyak robek robek saya sangat benci barang gucci
"makanan nya enak , murah meriah , suasana kampung nya dapat .",positive,test,makan nya enak murah riah suasana kampung nya
"kalau ke mangkok ayam yang recomended menurut saya adalah nasi goreng nya . porsi nya sih standard untuk 1 orang dan mengenyangkan . minuman nya milo dinausaurus , jadi itu milo dan atas nya dikasih bubuk milo . untuk harga lumayan terjangkau karena ini kan letak nya di mal .",positive,test,kalau mangkok ayam recomended saya nasi goreng nya porsi nya sih standard orang kenyang minum nya milo dinausaurus jadi milo atas nya kasih bubuk milo harga lumayan jangkau ini kan letak nya mal
"banyak pilihan makanan yang ada di sini . tempat nya pun bersih . sangat disayangkan pelayanan nya kurang baik . pesan tahu gejrot saja lama sekali , ternyata pelayan nya lupa .",negative,test,banyak pilih makan ada sini tempat nya bersih sangat sayang layan nya kurang baik pesan tahu gejrot lama sekali nyata layan nya lupa
"saya termasuk orang yang suka wisata kuliner . lidah saya bisa menerima semua cita rasa makanan . maka dari itu saya bisa makan di mana saja yang penting higienis . hampir setiap saya ke kota bandung , saya sempatkan makan di tempat makan bancakan ini . menu makanan yang cukup beragam khas sunda , ada ikan asin , ada sambal orex , ada sate telur , ayam panggang , ayam goreng , dan sayur-sayuran .",positive,test,masuk orang suka wisata kuliner lidah terima semua cita rasa makan dari bisa makan mana penting higienis hampir saya kota bandung saya sempat makan tempat makan bancak menu makan yang cukup agam khas sunda ikan asin sambal orex sate telur ayam panggang ayam goreng sayur sayur
creamy cheese pizza nya enak . tiramissunyaa juara dicoba ! harga nya lumayan terjangkau karena dekat kampus mungkin .,positive,test,creamy cheese pizza nya enak tiramissunyaa juara coba harga nya lumayan jangkau dekat kampus mungkin
nabi muhammad adalah hewan gila seks .,negative,test,nabi muhammad hewan gila seks
"sabtu kemarin saya mampir ke yagami ramen rumah nama nya sekarang sudah ganti loh hihi , konsep nya bikin betah deh duduk manis di sana . disediakan komik juga loh di sini , sambil menunggu pesanan sambil baca komik jadi nya tidak bosan : d padahal makanan yang aku pesan datang nya juga tidak lama lama banget kok cuma ya jadi asik baca komik aja gitu sambil makan ramen .",positive,test,sabtu kemarin mampir yagami ramen rumah nama nya sekarang ganti loh hihi konsep nya bikin betah deh duduk manis sana sedia komik loh sini tunggu pesan baca komik jadi nya bosan d padahal makan aku pesan datang nya tidak lama lama banget kok cuma jadi asik baca komik aja gitu makan ramen
nasi uduk di sini rasanya sangat enak . apalagi dengan bawang goreng yang banyak . super nikmat . sambal nya juga enak . harga sangat terjangkau . pelayanan standar saja . rekomendasi !,positive,test,nasi uduk sini rasa sangat enak dengan bawang goreng banyak super nikmat sambal nya enak harga sangat jangkau layan standar rekomendasi
achmad - nurzahedi maju pilgubri 2018 diusung demokrat dan gerindra,neutral,test,achmad nurzahedi maju pilgubri usung demokrat gerindra
"sebetulnya ini pengalaman pertama saya datang ke sini , yang saya pesan adalah croissan cokelat , stroopwafel , dan lychee freeze tea . croissan rasanya enak , lembut , dan cokelat nya tidak terlalu manis , saya suka . stroopwafel - nya tidak seperti stroopwafel yang biasanya , rasanya enak tidak terlalu manis . lychee tea juga lumayan enak .",positive,test,ini alam pertama datang sini pesan croissan cokelat stroopwafel lychee freeze tea croissan rasa enak lembut cokelat nya terlalu manis saya suka stroopwafel nya seperti stroopwafel biasa rasa enak terlalu manis lychee tea lumayan enak
saya mengunjungi restoran ini bukan saat jam makan siang . tapi restoran nya cukup ramai dan untung nya kami bisa cepat dapat duduk . begitu duduk makanan dan minuman langsung dihidangkan . sambal hijau nya kurang terasa pedas buat kami . makanan enak cukup puas makan di sini .,positive,test,unjung restoran bukan jam makan siang restoran nya cukup ramai untung nya bisa cepat duduk duduk makan minum langsung hidang sambal hijau nya kurang asa pedas buat makan enak cukup puas makan sini
"tempat makan yang bernuansa retro . sisi depan dapat menikmati suasana jalan braga dan sisi belakang terdapat set meja yang romantis sembari ditemani alunan musik secara langsung . makanan di tempat ini termasuk enak dengan porsi besar , sesuai harga , dengan air mineral gratis .",positive,test,tempat makan nuansa retro sisi depan nikmat suasana jalan braga sisi belakang dapat set meja romantis sembari tani alun musik langsung makan tempat masuk enak porsi besar sesuai harga air mineral gratis
"saat menteri susi diserang jusuf kalla dan luhut , gus mus tampil membela",neutral,test,menteri sus serang jusuf kalla luhut gus mus tampil bela
"terletak di daerah perbukitan sehingga udara dan pemandangan nya sangat nyaman , di samping itu terdapat berbagai pilihan menu makanan dari yang ala sunda , steak maupun pasta juga ada .",positive,test,letak daerah bukit udara pandang nya sangat nyaman samping dapat bagai pilih menu makan yang ala sunda steak maupun pasta ada
"babi saja tidak mau kawin sejenis , hukum mati lgbt",negative,test,babi tidak mau kawin jenis hukum mati lgbt
"angkat topi untuk anda , bung . saya salut . memang lama-lama isu pki ini bikin eneng , mau muntah . disuruh buktikan , tidak bisa . berkilah tingkat dewa . tetapi asik koar-koar terus pki bangkit , no pki , dan segala macam . mau bilang tidak senang sama pak de aza sampai berputar-putar bawa pki . pengecut .",negative,test,angkat topi anda bung salut memang lama lama isu pki bikin eneng mau muntah suruh bukti bisa kilah tingkat dewa asik koar koar terus pki bangkit no pki segala macam mau bilang senang sama pak de aza putar putar bawa pki kecut
"restoran dengan konsep tempat makan yang sangat asri , apalagi kalau malam suasana nya sangat indah dengan lampu lampu nya , makanan nya pun enak rasanya . cocok untuk tempat kumpul keluarga .",positive,test,restoran konsep tempat makan sangat asri kalau malam suasana nya sangat indah lampu lampu nya makan nya enak rasa cocok tempat kumpul keluarga
masih sangat kecewa dengan koneksi nya smartfren . padahal sekarang lagi promo besar-besar - an ! payah !,negative,test,sangat kecewa koneksi nya smartfren padahal sekarang promo besar besar an payah
saya kecewa dengan sikap pemerintah yang hanya memikirkan kebutuhan sendiri .,negative,test,kecewa sikap perintah hanya pikir butuh sendiri
akhirnya bisa leyeh-leyeh setelah menempuh perjalanan paling melelahkan abad ini,negative,test,akhir leyeh leyeh tempuh jalan paling lelah abad
"apa beda nya nasi goreng mafia dengan nasi goreng pada umum nya ? sebagai pencinta nasi goreng yang sudah mencoba berbagai macam jenis nasi goreng dari yang murah di pinggir jalan sampai di restoran yang mahal , tentu nasi goreng mafia ini membuat penasaran dan wajib untuk dicoba . setiap menu diberikan nama yang unik juga , ada yang nama nya nasi goreng berandal , gangster , yakuza , dll.",positive,test,apa beda nya nasi goreng mafia nasi goreng umum nya cinta nasi goreng sudah coba bagai macam jenis nasi goreng murah pinggir jalan di restoran mahal nasi goreng mafia buat penasaran wajib coba menu beri nama unik ada yang nama nya nasi goreng berandal gangster yakuza
"ingin menyantap hidangan sunda , datang deh saat sarapan / sarapan pagi ke hotel ini . di sini menyajikan berbagai mcam hidangan sunda secara buffee . selain itu , restoran ini juga menyediakan menu internasional yang bisa dipesan ala carte . staff yang ramah dan selalu tersenyum melayani anda , menambah nilai tersendiri bersantap di restoran ini",positive,test,santap hidang sunda datang deh sarap sarap pagi hotel sini saji bagai mcam hidang sunda buffee itu restoran juga sedia menu internasional bisa pes ala carte staff ramah selalu senyum layan tambah nilai sendiri santap di restoran
"kalau yang benar-benar mencari bratwurst di sini tempat nya , memang sekarang hanya tinggal di sentrasari tapi kualitas makanan nya tetap mantap . sudah 6 tahun ke sana , rasa tetap oke ! tempat nya pribadi , jauh dari keramaian , jadi enak buat mengobrol santai . bikin cabang lagi dong !:",positive,test,kalau benar benar cari bratwurst sini tempat nya memang sekarang tinggal sentrasari kualitas makan nya tetap mantap tahun sana rasa tetap oke tempat nya pribadi jauh ramai jadi enak buat obrol santai bikin cabang dong
"mengunjungi the valley , senin malam udara nya sejuk sekali , kalau ke sini malam-malam harus bawa jaket kalau tidak mau masuk angin . pemandangan nya bagus , harga makanan yang mahal tidak sebanding dengan rasanya . rasa makanan nya biasa saja , tidak ada yang istimewa . tempat makan nya agak gelap , jadi tidak bisa terlihat jelas makanan yang disajikan .",positive,test,unjung the valley senin malam udara nya sejuk sekali kalau sini malam malam bawa jaket kalau mau masuk angin pandang nya bagus harga makan mahal banding rasa rasa makan nya biasa istimewa tempat makan nya gelap jadi tidak bisa lihat jelas makan yang saji
"makanan nya enak . telur pete nya enak banget , padahal ini restoran yang terkenal bakut sama sate babi nya tapi yang menurut saya enak telur petenyaaa the best ! tapi makanan yang lain juga cukup enak dan cukup setimpal harga nya sate babi nya enak , ikan asam asam nya juga enak .",positive,test,makan nya enak telur pete nya enak banget padahal restoran kenal bakut sama sate babi nya saya enak telur petenyaaa the best makan yang lain cukup enak cukup timpal harga nya sate babi nya enak ikan asam asam nya enak
"waktu makan di sini siang hari sehingga lumayan panas kalau makan di area di luar , makanan yang di sajikan masakan sunda , lumayan enaklah . daya tarik nya mungkin karena kita bisa memetik sendiri stroberi di kebun .",positive,test,waktu makan sini siang hari lumayan panas kalau makan area luar makan saji masakan sunda lumayan enak daya tarik nya mungkin kita petik sendiri stroberi di kebun
sektor pariwisata memang telah menjadi andalan baru bagi pembangunan nasional . presiden jokowi pun mengapresiasi,positive,test,sektor pariwisata memang jadi andal baru bangun nasional presiden jokowi apresiasi
"berarti staff nya anies yang tidak becus mengurus gubernur , pecat saja semua staff nya yang se abrek-abrek .",negative,test,arti staff nya anies tidak becus urus gubernur pecat semua staff nya se abrek abrek
"pertama kali ngira kafe ini hanya seperti untuk nge - bir saja , ternyata ada main course dan snack nya juga , rasanya lumayanlah , harga standar tapi interior nya seperti kafe di jakarta pada umum nya . mantap",positive,test,pertama kali ngira kafe hanya untuk nge bir nyata main course snack nya rasa lumayan harga standar interior nya kafe jakarta umum nya mantap
"tadi pas makan malam saya ke sini , suasana restoran ini nyaman banget . saya mencoba nasi babi nasi putih 1 porsi , telor mata sapi setengah matang , kornet maling , lap chiong , ke kian , crispy sam can , sayur hijau , sambal rasanya secara keseluruhan enak . saya pesan minum lemon tea , lemon tea - nya segar rasanya . bbq pork rias nya , bumbu nya menyerap ke daging nya , rasa blackpepper nya kuat . sate samcan : rasanya sedikit pedas , garing .",positive,test,tadi pas makan malam sini suasana restoran nyaman banget coba nasi babi nasi putih porsi telor mata sapi tengah matang kornet maling lap chiong kian crispy sam can sayur hijau sambal rasa seluruh enak pesan minum lemon tea lemon tea nya segar rasa bbq pork rias nya bumbu nya serap ke daging nya rasa blackpepper nya kuat sate samcan rasa sedikit pedas garing
"kue ulang tahun spesial pakai telur sepiring plus mozzarella buat kamu , ini impor from indomie dari indonesia",neutral,test,kue ulang tahun spesial pakai telur piring plus mozzarella buat kamu impor from indomie indonesia
"menu makanan : komplet asia , makanan barat rasa . : bagus , sesuai menu minuman : banyak pilihan keunggulan : rasa masakan oke , tempat nyaman , tenang , ada pemisahan merokok dan nonmerokok area , tidak ramai kekurangan : - musala terlalu kecil - tidak ada speciality kopi dengan manual brew rekomendasi untuk berbagai kalangan",positive,test,menu makan komplet asia makan barat rasa bagus sesuai menu minum banyak pilih unggul rasa masakan oke tempat nyaman tenang pisah rokok nonmerokok area ramai kurang musala terlalu kecil ada speciality kopi manual brew rekomendasi bagai kalang
